-29.800000 -0.212731 0.212733 -0.212731 0.212733 3.39983e-09 2.76306e-09 2.39719e-09 3.39405e-09 9.65043e-10 3.28914e-09 1.9379e-09 -3.07329e-10 0.00283866 0.0929168 -0.0957811
-29.600000 -0.213939 0.213942 -0.213939 0.213942 3.41914e-09 2.77876e-09 2.41081e-09 3.41334e-09 9.70526e-10 3.30783e-09 1.94891e-09 -3.09076e-10 0.0029131 0.0930996 -0.09604
-29.400000 -0.215147 0.21515 -0.215147 0.21515 3.43846e-09 2.79446e-09 2.42443e-09 3.43262e-09 9.7601e-10 3.32652e-09 1.95992e-09 -3.10822e-10 0.00298869 0.0932777 -0.0962962
-29.200000 -0.216355 0.216359 -0.216355 0.216359 3.45778e-09 2.81016e-09 2.43805e-09 3.45191e-09 9.81493e-10 3.34521e-09 1.97093e-09 -3.12568e-10 0.00306531 0.093451 -0.0965496
-29.000000 -0.217562 0.217568 -0.217562 0.217568 3.4771e-09 2.82586e-09 2.45167e-09 3.47119e-09 9.86976e-10 3.36389e-09 1.98194e-09 -3.14314e-10 0.0031432 0.0936196 -0.0968003
-28.800000 -0.218769 0.218777 -0.218769 0.218777 3.49641e-09 2.84156e-09 2.46529e-09 3.49048e-09 9.92459e-10 3.38258e-09 1.99295e-09 -3.1606e-10 0.00322212 0.0937835 -0.0970483
-28.600000 -0.219976 0.219985 -0.219975 0.219985 3.51573e-09 2.85725e-09 2.47891e-09 3.50976e-09 9.97942e-10 3.40127e-09 2.00397e-09 -3.17807e-10 0.00330148 0.0939426 -0.0972936
-28.400000 -0.221182 0.221194 -0.221181 0.221194 3.53505e-09 2.87295e-09 2.49253e-09 3.52905e-09 1.00343e-09 3.41996e-09 2.01498e-09 -3.19553e-10 0.0033815 0.0940969 -0.0975363
-28.200000 -0.222387 0.222403 -0.222386 0.222403 3.55436e-09 2.88865e-09 2.50615e-09 3.54833e-09 1.00891e-09 3.43865e-09 2.02599e-09 -3.21299e-10 0.00346309 0.0942463 -0.0977764
-28.000000 -0.223592 0.223611 -0.223591 0.223611 3.57368e-09 2.90435e-09 2.51977e-09 3.56761e-09 1.01439e-09 3.45734e-09 2.037e-09 -3.23045e-10 0.00354618 0.0943909 -0.0980137
-27.800000 -0.224796 0.22482 -0.224794 0.22482 3.593e-09 2.92005e-09 2.53339e-09 3.5869e-09 1.01988e-09 3.47602e-09 2.04801e-09 -3.24791e-10 0.00362976 0.0945307 -0.0982484
-27.600000 -0.225998 0.226029 -0.225996 0.226029 3.61232e-09 2.93575e-09 2.54701e-09 3.60618e-09 1.02536e-09 3.49471e-09 2.05902e-09 -3.26538e-10 0.00371295 0.0946655 -0.0984804
-27.400000 -0.227199 0.227237 -0.227196 0.227237 3.63163e-09 2.95145e-09 2.56064e-09 3.62547e-09 1.03084e-09 3.5134e-09 2.07003e-09 -3.28284e-10 0.00379495 0.0947955 -0.0987098
-27.200000 -0.228398 0.228446 -0.228395 0.228446 3.65095e-09 2.96715e-09 2.57426e-09 3.64475e-09 1.03632e-09 3.53209e-09 2.08104e-09 -3.3003e-10 0.00387507 0.0949206 -0.0989365
-27.000000 -0.229596 0.229654 -0.229591 0.229654 3.67027e-09 2.98285e-09 2.58788e-09 3.57815e-09 1.04181e-09 3.55078e-09 2.09205e-09 -3.31776e-10 0.00395298 0.0950409 -0.0991606
-26.800000 -0.230791 0.230863 -0.230784 0.230863 3.71347e-09 2.99855e-09 2.6015e-09 3.33977e-09 1.04729e-09 3.56947e-09 2.10306e-09 -3.33522e-10 0.00402802 0.0951564 -0.0993821
-26.600000 -0.231984 0.232071 -0.231975 0.232071 3.77519e-09 3.01425e-09 2.61512e-09 3.01551e-09 1.06476e-09 3.58815e-09 2.11407e-09 -3.35268e-10 0.00409867 0.0952671 -0.0996009
-26.400000 -0.233173 0.233279 -0.233162 0.23328 3.83689e-09 3.02995e-09 2.62874e-09 2.71579e-09 1.10619e-09 3.60684e-09 2.12508e-09 -3.37015e-10 0.00416364 0.095373 -0.0998172
-26.200000 -0.234359 0.234487 -0.234344 0.234488 3.87844e-09 3.04564e-09 2.64236e-09 2.46515e-09 1.18361e-09 3.62553e-09 2.1361e-09 -3.38761e-10 0.00422263 0.095474 -0.100031
-26.000000 -0.23554 0.235695 -0.235522 0.235696 3.98399e-09 3.06134e-09 2.65598e-09 2.11676e-09 1.32099e-09 3.64422e-09 2.14711e-09 -3.40507e-10 0.0042755 0.0955704 -0.100242
-25.800000 -0.236716 0.236903 -0.236695 0.236904 4.35531e-09 3.08902e-09 2.68172e-09 1.54829e-09 1.48236e-09 3.687e-09 2.15812e-09 -3.17803e-10 0.00432105 0.095662 -0.100451
-25.600000 -0.237887 0.23811 -0.237861 0.238111 4.93181e-09 3.0803e-09 2.76713e-09 8.15245e-10 1.65616e-09 3.77798e-09 2.16913e-09 -2.34047e-10 0.00435747 0.0957489 -0.100656
-25.400000 -0.239051 0.239317 -0.23902 0.239318 5.73472e-09 3.02151e-09 2.93556e-09 -1.51117e-10 1.97472e-09 3.89306e-09 2.18014e-09 -8.94537e-11 0.00438336 0.0958313 -0.10086
-25.200000 -0.240208 0.240523 -0.240171 0.240525 7.1077e-09 3.04371e-09 3.07886e-09 -1.60371e-09 2.63031e-09 4.00839e-09 2.22701e-09 1.28044e-10 0.0043974 0.0959093 -0.10106
-25.000000 -0.241357 0.241728 -0.241314 0.241731 8.72442e-09 3.23137e-09 3.11222e-09 -3.76032e-09 3.7673e-09 4.1846e-09 2.46514e-09 4.55072e-10 0.00439812 0.0959828 -0.101258
-24.800000 -0.242497 0.242933 -0.242447 0.242936 9.71038e-09 3.65772e-09 3.22332e-09 -6.68309e-09 5.60135e-09 4.55436e-09 3.13384e-09 9.52651e-10 0.00438409 0.096052 -0.101454
-24.600000 -0.243627 0.244137 -0.24357 0.24414 1.0025e-08 4.63548e-09 3.54855e-09 -1.0522e-08 8.26401e-09 5.11681e-09 4.49711e-09 1.66978e-09 0.00435355 0.0961169 -0.101646
-24.400000 -0.244745 0.245339 -0.24468 0.245342 1.01037e-08 6.67597e-09 4.16953e-09 -1.48299e-08 1.15395e-08 5.89499e-09 6.62755e-09 2.52159e-09 0.0043051 0.0961776 -0.101836
-24.200000 -0.245852 0.246539 -0.245779 0.246543 1.05689e-08 1.01997e-08 4.9288e-09 -1.82197e-08 1.56083e-08 7.06939e-09 9.30947e-09 3.36213e-09 0.00423717 0.0962342 -0.102024
-24.000000 -0.246946 0.247738 -0.246863 0.247741 1.22097e-08 1.53317e-08 5.55246e-09 -1.93955e-08 2.10369e-08 8.66485e-09 1.26388e-08 4.31363e-09 0.00414784 0.0962868 -0.102209
-23.800000 -0.248026 0.248934 -0.247933 0.248937 1.54349e-08 2.26826e-08 6.43032e-09 -1.66208e-08 2.80694e-08 1.08631e-08 1.72155e-08 5.50844e-09 0.00403582 0.0963356 -0.102391
-23.600000 -0.249091 0.250127 -0.248987 0.25013 2.16709e-08 3.38415e-08 7.28044e-09 -8.40451e-09 3.71503e-08 1.40123e-08 2.36496e-08 6.74731e-09 0.00390027 0.0963808 -0.10257
-23.400000 -0.25014 0.251316 -0.250025 0.251319 3.29855e-08 4.98938e-08 8.1829e-09 5.59343e-09 4.85528e-08 1.83412e-08 3.24055e-08 8.18552e-09 0.00373996 0.0964223 -0.102746
-23.200000 -0.251172 0.252501 -0.251044 0.252503 4.85751e-08 7.23851e-08 9.84346e-09 2.63677e-08 6.19179e-08 2.43306e-08 4.43691e-08 1.03913e-08 0.00355377 0.0964605 -0.10292
-23.000000 -0.252186 0.253681 -0.252044 0.253681 6.72073e-08 1.06779e-07 1.24735e-08 5.45469e-08 7.75962e-08 3.21657e-08 6.14859e-08 1.36278e-08 0.00334196 0.0964955 -0.103091
-22.800000 -0.25318 0.254855 -0.253023 0.254852 9.26497e-08 1.59228e-07 1.75446e-08 9.04928e-08 9.61459e-08 4.15273e-08 8.62671e-08 1.77816e-08 0.00310502 0.0965275 -0.103259
-22.600000 -0.254153 0.256021 -0.253982 0.256015 1.30438e-07 2.31211e-07 2.63277e-08 1.36262e-07 1.17291e-07 5.27937e-08 1.2044e-07 2.2892e-08 0.00284293 0.0965567 -0.103424
-22.400000 -0.255105 0.257179 -0.254918 0.257168 1.84852e-07 3.25193e-07 3.9576e-08 1.95676e-07 1.41216e-07 6.75343e-08 1.64399e-07 2.97013e-08 0.00255566 0.0965831 -0.103587
-22.200000 -0.256035 0.258327 -0.25583 0.258309 2.66726e-07 4.48274e-07 5.47741e-08 2.72095e-07 1.69371e-07 8.82638e-08 2.1857e-07 3.95521e-08 0.00224297 0.096607 -0.103746
-22.000000 -0.256941 0.259463 -0.256719 0.259438 3.8468e-07 6.06484e-07 7.36994e-08 3.67102e-07 2.04124e-07 1.1747e-07 2.84835e-07 5.37962e-08 0.00190553 0.0966285 -0.103902
-21.800000 -0.257823 0.260586 -0.257582 0.260552 5.37685e-07 8.07652e-07 1.07566e-07 4.87674e-07 2.48868e-07 1.56996e-07 3.65773e-07 7.41916e-08 0.00154539 0.0966477 -0.104055
-21.600000 -0.258679 0.261693 -0.258419 0.261649 7.27079e-07 1.05871e-06 1.63654e-07 6.46053e-07 3.0655e-07 2.08381e-07 4.65225e-07 1.03564e-07 0.0011646 0.0966648 -0.104205
-21.400000 -0.259509 0.262784 -0.259231 0.262727 9.54162e-07 1.36828e-06 2.47313e-07 8.51728e-07 3.78386e-07 2.7271e-07 5.88705e-07 1.44424e-07 0.000765423 0.09668 -0.104351
-21.200000 -0.260312 0.263854 -0.260015 0.263785 1.22268e-06 1.74462e-06 3.65124e-07 1.11751e-06 4.66297e-07 3.51621e-07 7.40717e-07 1.99004e-07 0.000350248 0.0966934 -0.104495
-21.000000 -0.261089 0.264903 -0.260772 0.264819 1.55261e-06 2.18591e-06 5.27879e-07 1.46279e-06 5.73933e-07 4.50314e-07 9.26482e-07 2.71917e-07 -7.87781e-05 0.0967052 -0.104635
-20.800000 -0.261838 0.265929 -0.261502 0.265829 1.96865e-06 2.70057e-06 7.4236e-07 1.89893e-06 7.05847e-07 5.75659e-07 1.153e-06 3.68873e-07 -0.00051898 0.0967155 -0.104771
-20.600000 -0.26256 0.266929 -0.262204 0.266812 2.47874e-06 3.29558e-06 9.91853e-07 2.42499e-06 8.68623e-07 7.31987e-07 1.43045e-06 4.94765e-07 -0.000967331 0.0967246 -0.104904
-20.400000 -0.263255 0.267903 -0.262879 0.267765 3.09744e-06 3.95143e-06 1.27285e-06 3.05e-06 1.07325e-06 9.24066e-07 1.77123e-06 6.53435e-07 -0.00142104 0.0967325 -0.105034
-20.200000 -0.263921 0.268847 -0.263525 0.268688 3.84174e-06 4.64806e-06 1.6148e-06 3.80055e-06 1.33293e-06 1.15919e-06 2.18808e-06 8.47689e-07 -0.00187717 0.0967393 -0.105159
-20.000000 -0.264559 0.269762 -0.264143 0.269579 4.71362e-06 5.38414e-06 2.03179e-06 4.6927e-06 1.66018e-06 1.44643e-06 2.70165e-06 1.08258e-06 -0.0023329 0.0967453 -0.105281
